Movie Id,Gender,All Ages,<18,18-29,30-44,45+
tt0118617,Females,7.7,8.3,8.0,7.6,6.9
tt0203009,All,7.6,7.5,7.7,7.6,7.4
tt0203009,Males,7.4,7.8,7.4,7.4,7.3
tt0203009,Females,7.9,7.2,8.0,7.9,7.6
tt0249478,All,5.6,7.0,5.8,5.5,5.6
tt0249478,Males,5.5,7.0,5.8,5.5,5.6
tt0249478,Females,6.0,-,6.0,5.9,6.0
tt1355683,All,6.9,7.0,7.0,6.8,6.9
tt1355683,Males,6.9,7.2,7.0,6.8,6.9
tt1355683,Females,6.8,6.6,6.9,6.7,7.0
tt0418689,All,7.1,6.7,7.2,7.0,7.1
tt0418689,Males,7.0,6.6,7.2,7.0,7.1
tt0418689,Females,7.1,7.0,7.1,7.0,7.3
tt1197624,All,7.4,7.0,7.6,7.4,7.1
tt1197624,Males,7.4,7.1,7.6,7.4,7.0
tt1197624,Females,7.6,4.5,7.8,7.6,7.3
tt0462322,All,7.5,7.6,7.6,7.6,7.2
tt0462322,Males,7.5,7.6,7.5,7.6,7.2
tt0462322,Females,7.7,6.0,7.7,7.7,7.3
tt0120603,All,6.0,-,6.0,6.1,5.9
tt0120603,Males,5.8,-,6.0,5.9,5.8
tt0120603,Females,6.5,-,6.1,6.5,6.5
tt0338216,All,5.9,7.7,6.1,5.9,5.7
tt0338216,Males,5.9,6.5,6.2,5.9,5.8
tt0338216,Females,5.6,-,6.0,5.6,5.7
tt0264464,All,8.1,8.3,8.4,8.1,7.7
tt0264464,Males,8.1,8.4,8.4,8.1,7.7
tt0264464,Females,8.1,7.9,8.3,8.0,7.8
tt1790885,All,7.4,7.4,7.5,7.4,7.4
tt1790885,Males,7.4,7.6,7.5,7.4,7.4
tt1790885,Females,7.3,6.6,7.4,7.3,7.4
tt0452594,All,5.8,6.2,5.8,5.8,5.7
tt0452594,Males,5.8,5.7,5.8,5.8,5.7
tt0452594,Females,5.8,6.8,5.8,5.8,5.7
tt0795421,All,6.4,7.0,6.5,6.3,6.5
tt0795421,Males,6.1,6.5,6.0,6.0,6.4
tt0795421,Females,6.8,7.2,7.0,6.7,6.9
tt0817230,All,5.7,5.5,5.8,5.7,5.7
tt0817230,Males,5.6,5.3,5.7,5.6,5.6
tt0817230,Females,5.9,5.5,6.0,5.8,6.1
tt0377818,All,5.1,6.5,5.5,5.1,4.7
tt0377818,Males,5.1,6.0,5.6,5.1,4.7
tt0377818,Females,4.8,-,5.3,4.8,4.4
tt0120863,All,7.6,8.2,7.9,7.6,7.4
tt0120863,Males,7.6,8.3,7.9,7.7,7.4
tt0120863,Females,7.5,8.3,7.7,7.5,7.4
tt1488555,All,6.3,6.3,6.5,6.3,6.2
tt1488555,Males,6.4,6.7,6.5,6.3,6.2
tt1488555,Females,6.2,4.6,6.4,6.1,6.2
tt0125664,All,7.4,8.1,7.6,7.5,7.2
tt0125664,Males,7.4,8.4,7.6,7.5,7.2
tt0125664,Females,7.3,3.0,7.5,7.3,7.0
tt0112641,All,8.2,8.4,8.3,8.2,7.9
tt0112641,Males,8.2,8.4,8.3,8.2,8.0
tt0112641,Females,7.9,7.9,8.1,7.9,7.8
tt1179034,All,6.4,5.8,6.6,6.4,6.3
tt1179034,Males,6.5,6.0,6.6,6.5,6.3
tt1179034,Females,6.4,5.5,6.6,6.3,6.3
tt0245803,All,5.5,5.5,5.8,5.4,5.6
tt0245803,Males,5.5,5.5,5.8,5.4,5.6
tt0245803,Females,5.8,-,6.1,5.7,5.9
tt0183505,All,6.6,6.5,6.7,6.6,6.3
tt0183505,Males,6.6,6.4,6.8,6.7,6.3
tt0183505,Females,6.1,9.0,6.5,6.1,5.8
tt0414853,All,5.6,6.1,5.5,5.6,5.5
tt0414853,Males,5.6,6.2,5.5,5.6,5.5
tt0414853,Females,5.5,4.3,5.4,5.5,5.6
tt0790604,All,5.0,4.7,5.1,4.9,5.0
tt0790604,Males,4.9,4.1,4.9,4.9,4.9
tt0790604,Females,5.4,6.0,5.5,5.2,5.5
tt1259571,All,4.8,4.8,4.8,4.6,4.9
tt1259571,Males,4.3,4.6,4.4,4.2,4.6
tt1259571,Females,5.6,5.0,5.3,5.5,6.2
tt0126029,All,7.9,8.1,7.9,7.8,7.9
tt0126029,Males,7.8,8.1,7.9,7.8,7.9
tt0126029,Females,8.0,8.0,8.0,7.9,8.1
tt1385826,All,7.0,7.1,7.2,7.0,7.0
tt1385826,Males,7.0,7.1,7.2,7.0,7.0
tt1385826,Females,7.1,6.9,7.1,7.0,7.1
tt0102798,All,6.9,6.7,6.8,7.0,6.7
tt0102798,Males,6.9,6.8,6.8,7.0,6.7
tt0102798,Females,7.1,6.2,7.0,7.2,7.1
tt0116695,All,7.3,7.5,7.4,7.3,7.2
tt0116695,Males,7.3,7.6,7.4,7.3,7.2
tt0116695,Females,7.1,5.7,7.1,7.1,7.2
tt1637725,All,6.9,6.8,7.0,6.9,6.7
tt1637725,Males,7.0,7.0,7.1,7.0,6.7
tt1637725,Females,6.5,6.3,6.5,6.5,6.3
tt0119822,All,7.7,7.7,7.7,7.7,7.8
tt0119822,Males,7.7,7.8,7.7,7.7,7.8
tt0119822,Females,7.7,7.5,7.6,7.6,7.8
tt0129290,All,6.8,7.0,7.1,6.8,6.5
tt0129290,Males,6.7,7.1,7.0,6.7,6.5
tt0129290,Females,7.1,7.0,7.5,7.1,6.9
tt1229340,All,6.3,7.1,6.6,6.2,5.8
tt1229340,Males,6.3,7.3,6.6,6.2,5.9
tt1229340,Females,6.1,3.5,6.4,6.0,5.7
tt0280590,All,5.8,5.7,6.1,5.8,5.6
tt0280590,Males,5.8,5.5,6.0,5.8,5.6
tt0280590,Females,5.8,7.7,6.1,5.7,5.8
tt1650062,All,7.0,7.3,7.1,7.0,7.0
tt1650062,Males,7.0,7.2,7.1,7.0,7.0
tt1650062,Females,7.1,7.6,7.1,7.0,7.2
tt0195685,All,7.4,7.6,7.6,7.3,7.4
tt0195685,Males,7.3,8.2,7.5,7.2,7.4
tt0195685,Females,7.6,7.0,7.7,7.5,7.6
tt0251127,All,6.4,6.4,6.6,6.3,6.2
tt0251127,Males,6.2,6.3,6.3,6.1,6.1
tt0251127,Females,6.8,6.2,6.9,6.7,6.7
tt2294449,All,7.0,7.3,7.3,6.9,6.4
tt2294449,Males,7.0,7.3,7.3,6.9,6.4
tt2294449,Females,7.1,7.4,7.3,6.9,6.6
tt0110148,All,7.5,7.6,7.5,7.6,7.3
tt0110148,Males,7.5,7.8,7.4,7.6,7.2
tt0110148,Females,7.8,7.4,7.7,7.8,7.6
tt1068680,All,6.8,6.8,6.9,6.8,6.6
tt1068680,Males,6.8,6.8,6.9,6.8,6.6
tt1068680,Females,6.7,6.6,6.8,6.7,6.6
tt1489889,All,6.3,6.5,6.4,6.2,6.3
tt1489889,Males,6.2,6.5,6.4,6.2,6.2
tt1489889,Females,6.5,6.1,6.5,6.4,6.7
tt0120686,All,6.8,8.8,7.2,6.8,6.5
tt0120686,Males,6.5,9.0,6.9,6.5,6.3
tt0120686,Females,7.2,-,7.4,7.2,6.9
tt1528854,All,6.2,5.9,6.2,6.1,6.1
tt1528854,Males,6.1,5.9,6.2,6.1,6.1
tt1528854,Females,6.3,5.0,6.4,6.2,6.4
tt2180411,All,5.9,5.7,6.2,5.8,5.8
tt2180411,Males,5.8,5.5,6.1,5.7,5.7
tt2180411,Females,6.2,5.6,6.3,6.0,6.3
tt0454848,All,7.6,7.4,7.6,7.6,7.5
tt0454848,Males,7.6,7.4,7.6,7.6,7.5
tt0454848,Females,7.5,7.5,7.5,7.5,7.6
tt0120784,All,7.1,8.3,7.0,7.1,7.1
tt0120784,Males,7.1,8.0,7.1,7.1,7.1
tt0120784,Females,6.7,7.0,6.9,6.6,6.8
tt0112715,All,5.3,7.0,5.1,5.3,5.0
tt0112715,Males,5.2,7.0,5.1,5.3,5.0
tt0112715,Females,5.5,-,5.6,5.5,5.5
tt1389137,All,7.1,6.8,7.2,7.1,7.0
tt1389137,Males,7.0,6.8,7.2,7.0,6.9
tt1389137,Females,7.2,7.8,7.4,7.1,7.2
tt0448011,All,6.2,6.7,6.2,6.1,6.3
tt0448011,Males,6.2,6.5,6.2,6.1,6.3
tt0448011,Females,6.1,6.5,6.3,6.0,6.4
tt0427229,All,5.6,5.2,5.8,5.6,5.7
tt0427229,Males,5.5,4.7,5.6,5.5,5.6
tt0427229,Females,5.8,6.5,5.9,5.6,5.9
tt0377109,All,5.4,5.9,5.7,5.4,5.3
tt0377109,Males,5.4,5.8,5.6,5.3,5.3
tt0377109,Females,5.6,4.5,5.9,5.5,5.6
tt1570728,All,7.4,7.6,7.6,7.4,7.2
tt1570728,Males,7.4,7.8,7.5,7.4,7.2
tt1570728,Females,7.5,7.1,7.6,7.5,7.4
tt0356634,All,5.1,5.3,5.3,4.8,4.9
tt0356634,Males,4.9,5.1,5.2,4.8,4.9
tt0356634,Females,5.5,5.7,5.8,5.2,5.4
tt0388419,All,5.4,5.1,5.5,5.3,5.5
tt0388419,Males,5.2,4.9,5.2,5.1,5.3
tt0388419,Females,5.9,5.1,6.0,5.7,6.0
tt1210166,All,7.6,7.7,7.7,7.6,7.5
tt1210166,Males,7.6,7.8,7.8,7.6,7.5
tt1210166,Females,7.3,6.9,7.3,7.2,7.4
tt0114069,All,6.6,5.1,6.6,6.6,6.6
tt0114069,Males,6.6,5.2,6.6,6.6,6.6
tt0114069,Females,6.7,4.6,6.6,6.7,6.7
tt2024469,All,6.9,7.1,7.2,6.9,6.8
tt2024469,Males,6.9,7.0,7.2,6.9,6.8
tt2024469,Females,7.0,7.1,7.2,7.0,7.0
tt1075417,All,5.7,4.8,5.6,5.6,5.9
tt1075417,Males,5.7,4.4,5.6,5.6,5.9
tt1075417,Females,5.9,7.7,5.9,5.8,6.2
tt0434409,All,8.1,8.1,8.3,8.2,7.7
tt0434409,Males,8.1,8.2,8.3,8.2,7.7
tt0434409,Females,8.2,7.7,8.4,8.2,7.6
tt0300471,All,6.2,6.6,6.5,6.2,6.1
tt0300471,Males,6.2,6.7,6.5,6.2,6.1
tt0300471,Females,6.3,8.0,6.5,6.2,6.3
tt4192812,All,8.3,7.5,8.1,8.1,8.4
tt4192812,Males,8.2,8.0,8.0,8.0,8.3
tt4192812,Females,8.4,7.0,8.3,8.2,8.6
tt0381971,All,6.5,7.1,6.4,6.5,6.4
tt0381971,Males,6.4,7.0,6.4,6.4,6.3
tt0381971,Females,6.8,7.7,6.6,6.9,6.7
tt0400497,All,4.8,4.1,4.9,4.7,5.1
tt0400497,Males,4.7,3.6,4.8,4.6,5.1
tt0400497,Females,5.0,4.5,5.1,4.8,5.2
tt0260866,All,6.3,6.5,6.6,6.3,6.3
tt0260866,Males,6.2,6.5,6.5,6.2,6.3
tt0260866,Females,6.6,6.5,6.8,6.5,6.5
tt1428538,All,6.1,6.2,6.3,6.0,6.1
tt1428538,Males,6.0,5.9,6.2,6.0,6.1
tt1428538,Females,6.3,6.6,6.5,6.1,6.3
tt0250797,All,6.7,6.8,6.8,6.7,6.7
tt0250797,Males,6.6,8.0,6.8,6.6,6.6
tt0250797,Females,6.9,6.2,6.8,6.8,7.0
tt1464540,All,6.1,5.9,6.2,6.0,6.1
tt1464540,Males,6.0,6.2,6.1,6.0,6.1
tt1464540,Females,6.4,5.7,6.6,6.2,6.5
tt0365737,All,6.9,6.5,6.7,6.9,7.0
tt0365737,Males,6.9,6.5,6.8,6.9,7.0
tt0365737,Females,6.7,6.6,6.4,6.7,7.0
tt4172430,All,7.3,6.9,7.3,7.2,7.4
tt4172430,Males,7.2,7.1,7.3,7.2,7.3
tt4172430,Females,7.5,4.9,7.5,7.4,7.8
tt2262227,All,7.3,7.6,7.5,7.2,7.1
tt2262227,Males,7.2,7.4,7.4,7.1,7.0
tt2262227,Females,7.5,8.2,7.6,7.4,7.4
tt0408345,All,5.8,6.3,6.0,5.7,5.8
tt0408345,Males,5.8,6.3,6.0,5.7,5.8
tt0408345,Females,5.9,-,6.0,5.8,6.1
tt0118548,All,6.7,6.3,6.7,6.7,6.8
tt0118548,Males,6.7,6.3,6.7,6.7,6.8
tt0118548,Females,7.0,-,6.8,6.8,7.1
tt0119173,All,6.0,7.0,6.4,5.9,5.9
tt0119173,Males,5.8,6.5,6.1,5.8,5.8
tt0119173,Females,6.6,7.7,7.1,6.5,6.4
tt0119174,All,7.7,8.0,7.8,7.8,7.6
tt0119174,Males,7.8,8.1,7.8,7.8,7.6
tt0119174,Females,7.7,7.4,7.7,7.7,7.6
tt0384537,All,6.5,6.7,6.5,6.6,6.3
tt0384537,Males,6.5,7.0,6.5,6.6,6.3
tt0384537,Females,6.6,5.9,6.6,6.6,6.4
tt0191397,All,6.6,-,6.8,6.6,6.5
tt0191397,Males,6.6,-,6.8,6.5,6.5
tt0191397,Females,6.8,-,6.9,6.6,7.1
tt1605630,All,6.7,6.9,6.9,6.7,6.3
tt1605630,Males,6.7,7.5,6.9,6.7,6.3
tt1605630,Females,6.5,4.1,6.7,6.4,6.2
tt0120768,All,7.3,7.4,7.5,7.3,7.1
tt0120768,Males,7.3,7.6,7.5,7.3,7.1
tt0120768,Females,7.3,6.5,7.4,7.3,7.3
tt2106361,All,5.8,5.3,6.1,5.7,5.7
tt2106361,Males,5.8,5.6,6.0,5.7,5.7
tt2106361,Females,6.0,4.0,6.4,5.8,5.9
tt0109254,All,5.6,6.2,6.0,5.6,5.1
tt0109254,Males,5.5,6.3,6.0,5.6,5.1
tt0109254,Females,5.8,5.0,6.2,5.8,5.5
tt0099700,All,6.4,6.3,6.5,6.5,6.1
tt0099700,Males,6.4,6.5,6.5,6.5,6.1
tt0099700,Females,6.4,5.2,6.4,6.5,6.0
tt1872194,All,7.4,7.6,7.6,7.3,7.3
tt1872194,Males,7.4,7.4,7.6,7.3,7.2
tt1872194,Females,7.6,7.6,7.8,7.5,7.6
tt0119874,All,6.0,6.0,6.0,5.9,6.1
tt0119874,Males,6.0,7.0,6.0,5.9,6.1
tt0119874,Females,5.8,5.0,6.0,5.7,6.0
tt0318627,All,6.2,6.2,6.4,6.1,6.2
tt0318627,Males,6.1,6.4,6.3,6.1,6.1
tt0318627,Females,6.7,5.5,6.9,6.6,6.7
tt0317198,All,6.0,6.1,6.3,5.9,5.9
tt0317198,Males,5.6,6.1,5.7,5.5,5.7
tt0317198,Females,6.4,6.2,6.6,6.4,6.4
tt0313443,All,6.5,7.0,6.6,6.5,6.5
tt0313443,Males,6.5,-,6.6,6.5,6.5
tt0313443,Females,6.5,7.0,6.6,6.4,6.6
tt0110725,All,4.6,-,4.8,4.6,4.4
tt0110725,Males,4.6,-,4.8,4.6,4.4
tt0110725,Females,4.7,-,5.3,4.5,4.8
tt0424774,All,3.7,3.7,3.7,3.3,3.9
tt0424774,Males,3.4,3.6,3.4,3.1,3.8
tt0424774,Females,4.4,3.1,4.7,3.9,4.3
tt0163978,All,6.7,7.1,6.8,6.7,6.3
tt0163978,Males,6.7,7.0,6.8,6.7,6.3
tt0163978,Females,6.6,7.2,6.9,6.6,6.3
tt0350028,All,6.0,-,6.4,5.9,5.9
tt0350028,Males,5.7,-,5.9,5.7,5.8
tt0350028,Females,6.3,-,6.5,6.2,6.2
tt1186367,All,6.3,6.2,6.4,6.3,6.3
tt1186367,Males,6.3,6.3,6.4,6.3,6.3
tt1186367,Females,6.6,-,6.6,6.6,6.5
tt0126916,All,6.6,6.1,6.7,6.5,6.7
tt0126916,Males,6.6,6.0,6.7,6.5,6.7
tt0126916,Females,6.6,7.0,6.8,6.5,6.7
tt0108967,All,7.9,8.0,7.6,7.7,8.0
tt0108967,Males,7.8,-,7.7,7.7,8.0
tt0108967,Females,7.9,-,7.5,7.7,8.1
tt0117765,All,4.5,4.9,4.9,4.5,4.4
tt0117765,Males,4.5,5.0,4.9,4.5,4.4
tt0117765,Females,4.7,6.2,5.2,4.7,4.4
tt1392197,All,4.3,4.3,4.3,4.1,4.5
tt1392197,Males,4.1,4.4,4.1,3.9,4.4
tt1392197,Females,5.0,4.7,5.0,4.9,5.3
tt1212419,All,6.4,6.0,6.4,6.4,6.6
tt1212419,Males,6.5,7.0,6.4,6.4,6.6
tt1212419,Females,6.4,5.0,6.4,6.4,6.7
tt0264935,All,6.2,5.6,6.4,6.1,6.2
tt0264935,Males,6.0,6.0,6.2,6.0,6.1
tt0264935,Females,6.5,5.5,6.6,6.5,6.5
tt0112401,All,6.3,7.4,6.7,6.4,6.1
tt0112401,Males,6.3,7.4,6.7,6.4,6.1
tt0112401,Females,6.4,-,6.8,6.5,6.2
tt0367959,All,6.2,5.3,6.3,6.1,6.1
tt0367959,Males,6.1,5.0,6.2,6.1,6.1
tt0367959,Females,6.5,5.5,6.8,6.5,6.4
tt0160916,All,6.0,8.0,6.1,6.0,5.9
tt0160916,Males,5.9,-,5.8,5.9,5.8
tt0160916,Females,6.3,8.0,6.5,6.3,6.1
tt1517260,All,5.9,5.7,6.3,5.7,5.7
tt1517260,Males,5.6,5.1,5.8,5.5,5.6
tt1517260,Females,6.4,6.1,6.7,6.2,6.2
tt0264395,All,6.5,6.0,6.7,6.6,6.3
tt0264395,Males,6.5,6.0,6.6,6.5,6.3
tt0264395,Females,6.7,6.0,6.8,6.7,6.6
tt0309377,All,6.4,6.7,6.5,6.4,6.5
tt0309377,Males,6.4,7.5,6.5,6.4,6.5
tt0309377,Females,6.5,-,6.6,6.3,6.7
tt0963178,All,6.5,5.9,6.4,6.4,6.6
tt0963178,Males,6.5,7.0,6.4,6.5,6.6
tt0963178,Females,6.3,5.8,6.2,6.2,6.5
tt0116225,All,5.7,4.6,5.9,5.8,5.5
tt0116225,Males,5.7,4.6,5.9,5.8,5.5
tt0116225,Females,5.9,-,5.9,5.9,5.9
tt2355844,All,7.3,7.2,7.6,7.1,7.0
tt2355844,Males,6.8,7.0,7.7,6.6,6.3
tt2355844,Females,7.4,7.3,7.6,7.3,7.6
tt0129167,All,8.0,8.2,8.2,7.9,7.9
tt0129167,Males,8.0,8.4,8.2,7.9,7.9
tt0129167,Females,8.0,7.5,8.2,7.9,7.8
tt0362270,All,7.3,7.3,7.4,7.4,6.8
tt0362270,Males,7.3,7.4,7.5,7.4,6.8
tt0362270,Females,7.3,7.1,7.4,7.3,6.8
tt1124037,All,6.9,6.5,6.9,6.8,7.0
tt1124037,Males,6.9,7.0,6.9,6.8,7.0
tt1124037,Females,7.0,6.0,7.0,6.9,7.3
tt0289992,All,7.5,7.3,7.8,7.6,7.3
tt0289992,Males,7.5,7.4,7.7,7.5,7.2
tt0289992,Females,7.9,6.7,8.1,7.9,7.6
tt0331933,All,5.4,3.0,5.6,5.3,5.6
tt0331933,Males,5.4,3.0,5.5,5.3,5.5
tt0331933,Females,5.7,-,6.0,5.5,6.0
tt2199571,All,6.6,5.7,6.7,6.5,6.6
tt2199571,Males,6.6,5.5,6.7,6.5,6.6
tt2199571,Females,6.5,6.5,6.7,6.4,6.7
tt0765443,All,7.6,7.6,7.7,7.6,7.6
tt0765443,Males,7.6,7.9,7.7,7.6,7.5
tt0765443,Females,7.6,6.4,7.7,7.6,7.7
tt0378109,All,5.9,5.8,6.1,5.8,5.9
tt0378109,Males,5.8,5.5,6.1,5.8,5.8
tt0378109,Females,5.9,5.5,6.3,5.8,5.9
tt0151137,All,6.4,6.3,6.5,6.4,6.4
tt0151137,Males,6.4,6.5,6.5,6.4,6.4
tt0151137,Females,6.5,-,6.6,6.4,6.4
tt1240982,All,5.5,5.0,5.6,5.6,5.3
tt1240982,Males,5.6,4.3,5.8,5.6,5.3
tt1240982,Females,5.1,7.0,5.2,5.1,5.0
tt1462041,All,6.0,5.4,6.2,5.9,6.0
tt1462041,Males,5.9,5.2,6.1,5.9,5.9
tt1462041,Females,6.2,5.7,6.4,6.1,6.3
tt0119592,All,6.3,-,6.6,6.3,6.1
tt0119592,Males,6.3,-,6.6,6.3,6.1
tt0119592,Females,6.3,-,6.7,6.3,6.3
tt0109190,All,6.2,6.8,6.6,6.0,5.6
tt0109190,Males,6.1,6.6,6.6,6.0,5.6
tt0109190,Females,6.3,7.0,6.7,6.1,5.7
tt0114345,All,5.3,5.5,5.5,5.3,5.2
tt0114345,Males,5.1,6.0,5.0,5.0,5.1
tt0114345,Females,5.9,-,5.9,5.9,5.8
tt0977855,All,6.8,5.7,6.7,6.8,6.9
tt0977855,Males,6.8,8.5,6.7,6.8,6.8
tt0977855,Females,6.9,5.7,6.7,6.8,7.1
tt2189221,All,7.0,5.5,7.1,6.9,7.0
tt2189221,Males,6.9,-,7.1,6.8,6.9
tt2189221,Females,7.3,3.0,7.2,7.2,7.4
tt0421054,All,5.9,8.2,6.1,6.0,5.8
tt0421054,Males,5.9,8.7,6.0,5.9,5.8
tt0421054,Females,6.3,7.0,6.6,6.3,6.1
tt0113451,All,5.3,-,5.4,5.2,5.4
tt0113451,Males,5.3,-,5.4,5.2,5.4
tt0113451,Females,5.2,-,5.5,5.0,5.3
tt1034032,All,5.8,5.0,5.9,5.8,5.5
tt1034032,Males,5.7,4.7,5.8,5.8,5.5
tt1034032,Females,6.1,-,6.3,6.1,5.9
tt1559547,All,6.2,5.1,6.3,6.1,6.2
tt1559547,Males,6.0,5.3,6.3,6.0,6.1
tt1559547,Females,6.3,4.8,6.4,6.2,6.5
tt0266452,All,6.3,7.1,6.3,6.4,6.0
tt0266452,Males,6.3,7.1,6.3,6.4,6.0
tt0266452,Females,6.5,-,6.4,6.6,6.3
tt1608290,All,4.7,3.7,4.7,4.7,4.7
tt1608290,Males,4.7,3.2,4.6,4.7,4.6
tt1608290,Females,4.9,5.3,5.0,4.8,4.9
tt0315824,All,4.9,2.0,5.0,4.9,4.9
tt0315824,Males,4.9,2.0,5.0,5.0,4.9
tt0315824,Females,4.7,-,4.8,4.6,4.9
tt0181151,All,5.6,-,5.3,5.6,5.7
tt0181151,Males,5.6,-,5.3,5.6,5.7
tt0181151,Females,5.6,-,5.6,5.5,5.8
tt1502404,All,5.4,4.7,5.5,5.4,5.6
tt1502404,Males,5.4,4.9,5.5,5.4,5.6
tt1502404,Females,5.4,1.0,5.5,5.2,5.7
tt0891592,All,3.7,-,3.6,3.6,4.0
tt0891592,Males,3.7,-,3.4,3.6,4.0
tt0891592,Females,4.2,-,5.1,4.1,3.8
tt0267804,All,5.9,7.0,6.1,5.9,5.9
tt0267804,Males,5.9,7.0,6.1,5.9,5.9
tt0267804,Females,6.1,-,6.1,6.1,6.2
tt3006802,All,8.4,7.6,8.5,8.3,8.3
tt3006802,Males,7.9,9.8,8.2,7.8,7.8
tt3006802,Females,8.8,7.4,8.8,8.7,8.9
tt0098987,All,6.4,6.0,6.4,6.5,6.3
tt0098987,Males,6.4,6.0,6.4,6.6,6.3
tt0098987,Females,6.0,-,6.4,6.3,5.5
tt1131729,All,7.4,8.3,7.6,7.4,7.1
tt1131729,Males,7.3,8.3,7.5,7.4,7.0
tt1131729,Females,7.7,9.0,7.8,7.7,7.5
tt0181865,All,7.6,6.8,7.6,7.6,7.6
tt0181865,Males,7.6,7.2,7.6,7.6,7.6
tt0181865,Females,7.4,6.6,7.3,7.3,7.5
tt0097576,All,8.2,8.2,8.1,8.3,8.1
tt0097576,Males,8.2,8.4,8.2,8.3,8.1
tt0097576,Females,8.1,7.6,8.0,8.1,8.1
tt1781769,All,6.6,6.4,6.8,6.6,6.3
tt1781769,Males,6.4,6.5,6.6,6.4,6.3
tt1781769,Females,6.8,6.9,7.0,6.7,6.5
tt1823672,All,6.8,6.9,6.9,6.8,6.6
tt1823672,Males,6.8,6.9,6.9,6.8,6.6
tt1823672,Females,6.9,6.9,7.1,6.9,6.6
tt0145681,All,6.7,6.6,6.9,6.7,6.6
tt0145681,Males,6.7,6.8,6.8,6.7,6.6
tt0145681,Females,7.0,6.3,7.1,7.0,7.0
tt0258000,All,6.8,7.1,7.0,6.7,6.7
tt0258000,Males,6.8,7.2,7.0,6.7,6.7
tt0258000,Females,6.8,6.5,7.0,6.7,6.8
tt0473553,All,4.4,-,4.3,4.3,4.7
tt0473553,Males,4.5,-,4.4,4.3,4.7
tt0473553,Females,4.4,-,4.3,4.1,4.9
tt0120188,All,7.1,7.0,7.2,7.1,7.0
tt0120188,Males,7.1,7.9,7.2,7.1,7.0
tt0120188,Females,7.0,4.0,7.2,6.9,7.1
tt1014763,All,6.5,6.5,6.6,6.4,6.5
tt1014763,Males,6.4,7.2,6.5,6.4,6.5
tt1014763,Females,6.7,6.5,6.9,6.7,6.8
tt0250687,All,6.4,6.1,6.7,6.4,6.2
tt0250687,Males,6.4,6.1,6.7,6.4,6.2
tt0250687,Females,6.5,5.0,6.8,6.4,6.6
tt0272152,All,7.4,7.8,7.7,7.4,7.1
tt0272152,Males,7.4,7.6,7.6,7.4,7.1
tt0272152,Females,7.5,8.0,7.8,7.5,7.2
tt0035423,All,6.4,7.4,6.6,6.3,6.4
tt0035423,Males,6.3,8.0,6.5,6.3,6.3
tt0035423,Females,6.6,10.0,6.7,6.5,6.7
tt0230030,All,6.0,5.6,6.2,6.0,6.0
tt0230030,Males,6.0,6.0,6.2,6.0,6.0
tt0230030,Females,5.9,2.0,6.2,5.8,5.9
tt0087089,All,6.6,6.0,6.7,6.5,6.6
tt0087089,Males,6.5,-,6.8,6.5,6.5
tt0087089,Females,6.6,6.0,6.6,6.5,6.7
tt0381849,All,7.7,7.6,7.8,7.7,7.5
tt0381849,Males,7.7,7.6,7.8,7.7,7.5
tt0381849,Females,7.7,7.0,7.7,7.7,7.8
tt2446042,All,6.0,5.2,6.1,5.9,6.0
tt2446042,Males,6.0,5.4,6.1,5.9,6.0
tt2446042,Females,6.4,4.4,6.5,6.2,6.4
tt0120780,All,7.0,6.8,7.1,7.0,7.1
tt0120780,Males,7.0,7.7,7.1,7.0,7.1
tt0120780,Females,6.8,4.8,6.8,6.7,7.0
tt0115798,All,6.1,6.7,6.4,6.1,5.8
tt0115798,Males,6.1,6.5,6.4,6.2,5.8
tt0115798,Females,5.8,8.5,6.2,5.7,5.6
tt0150433,All,7.7,5.0,7.8,7.7,7.5
tt0150433,Males,7.6,1.0,7.8,7.6,7.4
tt0150433,Females,8.0,9.0,7.7,8.1,7.9
tt0099422,All,6.1,8.4,6.5,6.3,5.8
tt0099422,Males,6.2,7.9,6.5,6.3,5.8
tt0099422,Females,6.0,-,6.4,6.2,5.7
tt0155267,All,6.9,7.1,7.0,6.8,6.9
tt0155267,Males,6.8,6.8,6.9,6.8,6.9
tt0155267,Females,7.0,7.5,7.0,6.9,7.2
tt0200027,All,6.5,5.0,6.9,6.5,6.3
tt0200027,Males,6.3,5.0,6.7,6.3,6.2
tt0200027,Females,6.8,-,7.0,6.7,6.6
tt0083944,All,7.7,8.0,7.6,7.7,7.7
tt0083944,Males,7.7,7.8,7.7,7.7,7.7
tt0083944,Females,7.2,9.5,7.3,7.1,7.1
tt0069293,All,8.0,8.7,8.3,8.0,7.9
tt0069293,Males,8.0,9.1,8.3,8.0,7.8
tt0069293,Females,8.1,7.9,8.2,8.0,8.1
tt0308353,All,4.5,3.8,4.5,4.6,4.5
tt0308353,Males,4.3,3.8,4.0,4.4,4.5
tt0308353,Females,5.0,4.0,5.1,4.9,4.8
tt0117002,All,5.8,-,6.1,5.9,5.7
tt0117002,Males,5.7,-,5.7,5.7,5.7
tt0117002,Females,6.2,-,6.7,6.3,5.9
tt0119738,All,6.3,6.1,6.4,6.3,6.4
tt0119738,Males,6.2,6.0,6.2,6.1,6.3
tt0119738,Females,6.6,5.9,6.5,6.6,6.6
tt0265029,All,5.7,5.0,5.9,5.7,5.7
tt0265029,Males,5.7,5.0,5.8,5.6,5.7
tt0265029,Females,5.8,-,5.9,5.8,5.9
tt0278504,All,7.2,7.4,7.4,7.2,7.0
