,City,Cuisine,Name,Locality,Address,Price range,Cost for two,Currency,User rating,Number of votes,Menu url,ID
38,Rome,"Fusion, Sushi, Japanese, Brazilian",Temakinho,Monti,"Via dei Serpenti, 16, Monti, Roma 00184",4,70,€,4.5,54,https://www.zomato.com/roma/temakinho-monti/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16556441
39,Rome,"Cafe, Ice Cream, Desserts, Tavola Fredda",Pompi Il Regno del Tiramisù,Re di Roma,"Via Albalonga, 9, Re di Roma, Roma 00183",1,15,€,3.9,105,https://www.zomato.com/roma/pompi-il-regno-del-tiramisù-re-di-roma-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16552039
40,Rome,"Pizza, Bakery",Antico Forno Roscioli,Campo de' Fiori,"Via dei Chiavari, 34, Campo de' Fiori, Roma 00186",1,15,€,4.6,44,https://www.zomato.com/roma/antico-forno-roscioli-1-campo-de-fiori-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,17810862
41,Rome,"Cafe, Desserts, Pizza, Tavola Fredda, Tavola Calda",Il Gianfornaio,Prati,"Via dei Gracchi, 179, Prati, Roma 00194",2,20,€,4.2,43,https://www.zomato.com/roma/il-gianfornaio-prati-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16555470
42,Rome,"Ice Cream, Crepes, Desserts",Come Il Latte,Veneto,"Via Silvio Spaventa, 24/26, Veneto, Roma 00187",1,6,€,4.8,55,https://www.zomato.com/roma/come-il-latte-veneto/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16551915
43,Rome,"Burger, American",Hard Rock Cafe,Veneto,"Via Vittorio Veneto, 62A/B, Veneto, Roma 00187",4,60,€,4.3,94,https://www.zomato.com/roma/hard-rock-cafe-veneto/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16555104
44,Rome,"Home-made, Italian",Pastasciutta,Borgo,"Via delle Grazie, 5, Borgo, Roma 00193",1,10,€,4.4,51,https://www.zomato.com/roma/pastasciutta-borgo-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16556797
45,Rome,"Pizza, Italian",Mò Mò Republic,Gianicolense,"Piazza Carlo Forlanini, 10, Gianicolense, Roma 00151",4,60,€,3.8,104,https://www.zomato.com/roma/mò-mò-republic-1-gianicolense-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16548557
46,Rome,"Roman, Pizza, Italian",Roma Sparita,Trastevere,"Piazza di Santa Cecilia, 25, Trastevere, Roma 00153",4,60,€,4.8,45,https://www.zomato.com/roma/roma-sparita-trastevere-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16554141
47,Rome,"Cafe, Bakery, Desserts, Italian",Panella,Esquilino - Termini,"Via Merulana, 54/55, Esquilino - Termini, Roma 00184",2,20,€,4.1,54,https://www.zomato.com/roma/panella-esquilino-termini-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16554679
48,Rome,"Roman, Pizza, Seafood, Italian",Luzzi,Colosseo,"Via Celimontana, 1, Colosseo, Roma 184",4,50,€,4.2,66,https://www.zomato.com/roma/luzzi-colosseo/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16552865
49,Rome,"Roman, Italian",Armando al Pantheon,Navona - Pantheon,"Salita dei Crescenzi, 31, Navona - Pantheon, Roma 00186",4,60,€,3.9,33,https://www.zomato.com/roma/armando-al-pantheon-navona-pantheon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16553406
50,Rome,"Pizza, Roman",Pizzeria ai Marmi,Trastevere,"Viale Trastevere, 53, Trastevere, Roma 00153",4,50,€,3.7,63,https://www.zomato.com/roma/pizzeria-ai-marmi-1-trastevere/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16556150
51,Rome,"Cafe, Desserts, Burger, American",Bakery House,Quartiere Africano,"Corso Trieste, 157B, Quartiere Africano, Roma 00198",2,20,€,4.0,79,https://www.zomato.com/roma/bakery-house-quartiere-africano-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16551159
52,Rome,"Cafe, Tavola Fredda",Antico Caffé Greco,Spagna,"Via dei Condotti, 86, Spagna, Roma 00187",3,40,€,4.5,65,https://www.zomato.com/roma/antico-caffe-greco-2-spagna-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16552652
53,Rome,"Steak, Roman, Pizza",La Base,Monti,"Via Cavour, 270, Monti, Roma 00184",4,50,€,4.2,71,https://www.zomato.com/roma/la-base-monti/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16554985
54,Rome,"Ice Cream, Desserts, Cafe",Palazzo del Freddo - Giovanni Fassi,Esquilino - Termini,"Via Principe Eugenio, 63-67, Esquilino - Termini, Roma 00185",1,6,€,4.2,75,https://www.zomato.com/roma/palazzo-del-freddo-giovanni-fassi-esquilino-termini-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16553771
55,Rome,"Cafe, Roman, Italian",Stazione 38,Marconi,"Piazzale della Radio, 38, Marconi, Roma 00146",4,50,€,3.9,37,https://www.zomato.com/roma/stazione-38-1-marconi-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,18149364
56,Rome,"Panini, Piadineria, Italian",Black Market,Monti,"Via Panisperna, 101, Monti, Roma 00184",3,40,€,3.9,39,https://www.zomato.com/roma/black-market-monti-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16549666
57,Rome,Finger Food,The Corner - Lounge Garden,Aventino - Circo Massimo,"Viale Aventino, 121, Aventino - Circo Massimo, Roma 00153",3,40,€,3.9,30,https://www.zomato.com/roma/the-corner-lounge-garden-aventino-circo-massimo-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,17879294
58,Rome,"Roman, Italian",Piccolo Arancio,Fontana di Trevi,"Vicolo Scanderberg, 112, Fontana di Trevi, Roma 187",4,60,€,4.1,94,https://www.zomato.com/roma/piccolo-arancio-fontana-di-trevi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,17760058
59,Rome,"Pizza, Panini, Tavola Calda",Pane e Salame,Torrevecchia,"Via di Torrevecchia, 65-69, Torrevecchia, Roma 00168",1,10,€,3.9,14,https://www.zomato.com/roma/pane-e-salame-torrevecchia-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16551054
60,Rome,Tavola Fredda,La Prosciutteria,Fontana di Trevi,"Via della Panetteria, 34/A, Fontana di Trevi, Roma 00187",3,40,€,4.7,47,https://www.zomato.com/roma/la-prosciutteria-fontana-di-trevi-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16554241
61,Rome,"Roman, Pizza, Burger, Italian",T Bar,Ostiense,"Via Ostiense, 182B, Ostiense, Roma 00154",3,30,€,3.8,82,https://www.zomato.com/roma/t-bar-ostiense/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16555577
62,Rome,"Ice Cream, Cafe",Gelateria della Palma,Navona - Pantheon,"Via della Maddalena, 19-23, Navona - Pantheon, Roma 00186",1,10,€,4.4,58,https://www.zomato.com/roma/gelateria-della-palma-navona-pantheon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16553154
63,Rome,"Sushi, Japanese, Chinese, Asian",Itoya,Salario,"Viale Regina Margherita, 164, Salario, Roma 00198",3,40,€,3.7,35,https://www.zomato.com/roma/itoya-salario/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16551181
64,Rome,"Cafe, Burger, American, Italian",Oppio Caffè,Colosseo,"Via delle Terme di Tito, 72, Colosseo, Roma 00184",1,10,€,3.2,49,https://www.zomato.com/roma/oppio-caffe-1-colosseo-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16553285
65,Rome,"Home-made, Italian",Prati Urbani,Prati,"Via Giovanni Pierluigi da Palestrina, 41/43, Prati, Roma 00193",3,40,€,3.9,27,https://www.zomato.com/roma/prati-urbani-prati/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16553905
66,Rome,"Cafe, Seafood, Roman, Italian",Caffè Propaganda,Colosseo,"Via Claudia, 15, Colosseo, Roma 00184",4,50,€,3.9,40,https://www.zomato.com/roma/caffe-propaganda-1-colosseo-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16552297
67,Rome,"Street Food, Italian",AllbiOne,Colosseo,"Largo Corrado Ricci, 34, Colosseo, Roma 00184",1,15,€,3.9,27,https://www.zomato.com/roma/allbione-colosseo-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16556736
68,Rome,"Steak, BBQ, Burger",We Food - Eat Love Drink,Policlinico,"Via della Lega Lombarda, 28C, Policlinico, Roma 00162",3,40,€,3.9,25,https://www.zomato.com/roma/we-food-eat-love-drink-policlinico-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,17877644
69,Rome,Panini,Baguetteria del Fico,Navona - Pantheon,"Via della Fossa, 12, Navona - Pantheon, Roma 00186",3,30,€,3.6,11,https://www.zomato.com/roma/baguetteria-del-fico-navona-pantheon-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16556495
70,Rome,"Roman, Italian",Flavio al Velavevodetto,Testaccio,"Via di Monte Testaccio, 97/99, Testaccio, Roma 00153",4,60,€,3.9,34,https://www.zomato.com/roma/flavio-al-velavevodetto-testaccio/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16555991
71,Rome,"Cafe, Desserts, Italian",Coromandel,Navona - Pantheon,"Via di Monte Giordano, 60/61, Navona - Pantheon, Roma 00186",4,50,€,3.9,28,https://www.zomato.com/roma/coromandel-navona-pantheon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16556254
72,Rome,Burger,Hamburgeseria,San Lorenzo,"Via dei Reti, 40, San Lorenzo, Roma 00185",3,30,€,3.9,49,https://www.zomato.com/roma/hamburgeseria-san-lorenzo/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16552080
73,Rome,"Ice Cream, Crepes, Desserts",La Romana,Ostiense,"Via Ostiense, 48, Ostiense, Roma 00154",1,6,€,4.5,105,https://www.zomato.com/roma/la-romana-ostiense/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16555274
74,Rome,"Panini, Tapas",PanDivino,Campo de' Fiori,"Via del Paradiso, 39, Campo de&#039; Fiori, Roma 00186",1,15,€,3.6,5,https://www.zomato.com/roma/pandivino-campo-de-fiori-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16555782
75,Rome,"Cafe, Desserts, American",Bakery House,Farnesina,"Via Riano, 11, Farnesina, Roma 00191",2,20,€,4.2,46,https://www.zomato.com/roma/bakery-house-farnesina-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16553226
76,Rome,"Burger, Seafood",TED (Lobster & Burger),Prati,"Via Terenzio 12-16, Prati, Roma 00193",4,65,€,3.5,30,https://www.zomato.com/roma/ted-lobster-burger-prati-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,18017771
77,Rome,"Pizza, Burger, Italian",Gusto,Spagna,"Piazza Augusto Imperatore, 9, Spagna, Roma 00186",4,70,€,3.9,58,https://www.zomato.com/roma/gusto-spagna/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16555005
78,Rome,"Pizza, Roman",Li Rioni,Colosseo,"Via dei Santissimi Quattro, 24, Colosseo, Roma 00184",3,40,€,3.9,37,https://www.zomato.com/roma/li-rioni-colosseo/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16552525
79,Rome,"Pizza, Roman, Italian",Emma Pizzeria con Cucina,Campo de' Fiori,"Via Monte della Farina, 28/29, Campo de' Fiori, Roma 00186",3,40,€,3.9,39,https://www.zomato.com/roma/emma-pizzeria-con-cucina-campo-de-fiori-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16556671
80,Rome,"Ice Cream, Desserts",Gelateria del Teatro,Navona - Pantheon,"Via dei Coronari, 65/66, Navona - Pantheon, Roma 00186",1,10,€,3.9,40,https://www.zomato.com/roma/gelateria-del-teatro-navona-pantheon/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16550865
81,Rome,"Desserts, Italian",Said,San Lorenzo,"Via Tiburtina, 135, San Lorenzo, Roma 00185",4,60,€,3.9,39,https://www.zomato.com/roma/said-san-lorenzo/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16556252
82,Rome,"Haute Cuisine, Italian",La Pergola - Rome Cavalieri,"Rome Cavalieri, Trionfale","Rome Cavalieri, Via Alberto Cadlolo, 101, Balduina, Roma 00136",4,300,€,3.9,35,https://www.zomato.com/roma/la-pergola-rome-cavalieri-balduina-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16549140
83,Rome,"Cafe, Italian, Desserts",Necci,Pigneto,"Via Fanfulla da Lodi, 68, Pigneto, Roma 00176",4,50,€,4.1,58,https://www.zomato.com/roma/necci-pigneto/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16548152
84,Rome,"Roman, Italian",Taverna Trilussa,Trastevere,"Via del Politeama, 23/25, Trastevere, Roma 00153",4,80,€,3.9,48,https://www.zomato.com/roma/taverna-trilussa-trastevere/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16555796
85,Rome,"Burger, German, Roman, Italian",L'Antica Birreria Peroni,Fontana di Trevi,"Via di San Marcello, 19, Fontana di Trevi, Roma 00187",4,60,€,4.1,54,https://www.zomato.com/roma/lantica-birreria-peroni-fontana-di-trevi/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16553728
86,Rome,"Roman, Italian",Cacio e Pepe Trattoria da Gianni,Prati,"Via Giuseppe Avezzena, 11, Prati, Roma 00195",3,40,€,3.9,35,https://www.zomato.com/roma/cacio-e-pepe-trattoria-da-gianni-prati/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16553398
87,Rome,"Cafe, Pizza, Tavola Calda, Italian",Doppiozeroo,Ostiense,"Via Ostiense, 68, Ostiense, Roma 00154",4,65,€,3.9,67,https://www.zomato.com/roma/doppiozeroo-ostiense-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16555308
88,Rome,"Roman, Italian",Osteria Barberini,Veneto,"Via della Purificazione, 21, Veneto, Roma 00187",4,70,€,4.9,41,https://www.zomato.com/roma/osteria-barberini-veneto-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16548154
89,Rome,"Fusion, Burger, Asian, Italian",Queen Makeda,Aventino - Circo Massimo,"Via di San Saba, 11, Aventino - Circo Massimo, Roma 00154",3,40,€,3.8,43,https://www.zomato.com/roma/queen-makeda-aventino-circo-massimo-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16556403
90,Rome,"Pizza, Italian",Pizzeria Frumento,Appio Latino,"Via Alfredo Baccarini, 31A, Appio Latino, Roma 00179",3,30,€,3.9,28,https://www.zomato.com/roma/pizzeria-frumento-appio-latino-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16552104
91,Rome,"Pizza, Roman, Italian",La Montecarlo,Navona - Pantheon,"Vicolo Savelli, 13, Navona - Pantheon, Roma 00186",4,50,€,3.9,57,https://www.zomato.com/roma/la-montecarlo-navona-pantheon-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16550463
92,Rome,"Seafood, Italian",La Crostaceria,Monti,"Via dei Capocci, 26, Monti, Roma 00184",4,70,€,3.9,30,https://www.zomato.com/roma/la-crostaceria-monti/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16552991
93,Rome,Indian,Maharajah,Monti,"Via dei Serpenti, 124, Monti, Roma 00184",4,60,€,4.2,64,https://www.zomato.com/roma/maharajah-monti/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16553673
94,Rome,"Sushi, Japanese, Asian",Sushisen,Testaccio,"Via Giuseppe Giulietti, 21A, Testaccio, Roma 00154",4,50,€,3.9,35,https://www.zomato.com/roma/sushisen-testaccio/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16556570
95,Rome,Indian,Krishna 13,Esquilino - Termini,"Via Ugo Foscolo, 13, Esquilino - Termini, Roma 00185",3,40,€,4.0,55,https://www.zomato.com/roma/krishna-13-esquilino-termini-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16553594
96,Rome,"Seafood, Mediterranean, Modern European",Marzapane,Salario,"Via Velletri, 39, Salario, Roma 00198",4,100,€,3.9,30,https://www.zomato.com/roma/marzapane-salario/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16550756
97,Rome,"Roman, Italian",Trattoria da Danilo,Esquilino - Termini,"Via Petrarca, 13, Esquilino - Termini, Roma 00185",4,60,€,3.9,30,https://www.zomato.com/roma/trattoria-da-danilo-esquilino-termini-roma/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16553632
98,Rome,"Roman, Seafood, Steak",La Zanzara,Prati,"Via Crescenzio, 84, Prati, Roma 00193",4,50,€,3.5,41,https://www.zomato.com/roma/la-zanzara-prati/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16555352
99,Rome,Italian,Ristorante 21 - Hotel Mediterraneo,"Hotel Mediterraneo, Esquilino - Termini","Hotel Mediterraneo, Via Cavour, 15, Esquilino - Termini, Roma 00184",4,80,€,3.4,4,https://www.zomato.com/roma/ristorante-21-hotel-mediterraneo-esquilino-termini/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16556270
100,Bratislava,"Burger, American, Tex-Mex",BeAbout,Staré Mesto,"Prešernova 4, Staré Mesto, Bratislava I",3,20,€,4.7,234,https://www.zomato.com/bratislava/beabout-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507903
101,Bratislava,"Healthy Food, Asian",Soho,Staré Mesto,"Laurinská 17, Staré Mesto, Bratislava I",3,20,€,4.5,186,https://www.zomato.com/bratislava/soho-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508242
102,Bratislava,"Italian, Pizza, Grill",Gatto Matto Ristorante,Staré Mesto,"Panská 17, Staré Mesto, Bratislava I",4,25,€,4.4,106,https://www.zomato.com/bratislava/gatto-matto-ristorante-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507679
103,Bratislava,"Pizza, Italian",Jedna báseň,Ružinov,"Ružinovská 28, Ružinov, Bratislava II",4,27,€,4.6,87,https://www.zomato.com/bratislava/jedna-báseň-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,17937272
104,Bratislava,Slovak,Hostinec u Deda,Ružinov,"Zálužická 49, Ružinov, Bratislava II",3,22,€,4.3,123,https://www.zomato.com/bratislava/hostinec-u-deda-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508030
105,Bratislava,"Slovak, Czech, Hungarian",Bratislavský meštiansky pivovar,Staré Mesto,"Dunajská 21, Staré Mesto, Bratislava I",4,35,€,4.5,125,https://www.zomato.com/bratislava/bratislavský-meštiansky-pivovar-1-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16514913
106,Bratislava,"Grill, Burger, Pizza, Slovak",Bokovka,Ružinov,"Sabinovská 7, Ružinov, Bratislava II",4,30,€,4.2,102,https://www.zomato.com/bratislava/bokovka-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508258
107,Bratislava,"Slovak, Burger",Chuťovka Pub&Restaurant,Ružinov,"Ružinovská 1/A, Ružinov, Bratislava II",4,25,€,4.2,85,https://www.zomato.com/bratislava/chuťovka-pub-restaurant-ružinov-bratislava-ii/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16547708
108,Bratislava,"Japanese, Sushi, Asian",wagamama,"OC Eurovea, Staré Mesto","OC Eurovea, prízemie, Pribinova 8, Staré Mesto, Bratislava I",4,37,€,4.0,72,https://www.zomato.com/bratislava/wagamama-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,18014040
109,Bratislava,Slovak,u Zlatého Bažanta,Staré Mesto,"Dunajská 4, Staré Mesto, Bratislava I",3,22,€,2.2,150,https://www.zomato.com/bratislava/u-zlatého-bažanta-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508120
110,Bratislava,Slovak,UMAMI,Staré Mesto,"Grösslingová 5, Staré Mesto, Bratislava I",4,25,€,4.4,86,https://www.zomato.com/bratislava/umami-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508194
111,Bratislava,"Slovak, Czech, Hungarian",Dunajský pivovar,Petržalka,"Tyršovo nábrežie, Petržalka, Bratislava V",4,40,€,4.1,94,https://www.zomato.com/bratislava/dunajský-pivovar-petržalka-bratislava-v/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16518494
112,Bratislava,Slovak,Bratislava Flag Ship Restaurant,Staré Mesto,"Námestie SNP 8, Staré Mesto, Bratislava I",4,30,€,3.5,87,https://www.zomato.com/bratislava/bratislava-flag-ship-restaurant-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507929
113,Bratislava,"Burger, Slovak",UNAS Bistro,Staré Mesto,"Dunajská 1, Staré Mesto, Bratislava I",3,21,€,4.4,80,https://www.zomato.com/bratislava/unas-bistro-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16547754
114,Bratislava,"Pizza, Italian",Sole Mio Pizza,Staré Mesto,"Grösslingová 31, Staré Mesto, Bratislava I",3,20,€,4.2,80,https://www.zomato.com/bratislava/sole-mio-pizza-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16508023
115,Bratislava,"Italian, Slovak, Pizza",Reštaurácia Rotunda,Karlova Ves,"Kolískova 3, Karlova Ves, Bratislava IV",4,25,€,3.2,46,https://www.zomato.com/bratislava/reštaurácia-rotunda-karlova-ves-bratislava-iv/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16507902
116,Bratislava,Fast Food,Orbis Street Food,Staré Mesto,"Laurinská 7, Staré Mesto, Bratislava city center (bistro) a Žižkova 22, Zuckermandel (karavan Orbis)",2,10,€,4.2,94,https://www.zomato.com/bratislava/orbis-street-food-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16518512
117,Bratislava,"Burger, Slovak",Roxor BRGR & Beer,Staré Mesto,"Šancová 19, Staré Mesto, Bratislava I",3,16,€,4.6,94,https://www.zomato.com/bratislava/roxor-brgr-beer-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,17805634
118,Bratislava,Cafe,Mondieu,Staré Mesto,"Laurinská 7, Staré Mesto, Bratislava I",3,16,€,4.4,69,https://www.zomato.com/bratislava/mondieu-1-staré-mesto-bratislava-i/menu?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1&openSwipeBox=menu&showMinimal=1#tabtop,16518511
