IATA,Airport,Location,Area,Passenger Role,2010,2011,2012,2013,2014,2015,2016,2017
LED,Pulkovo Airport,Saint Petersburg,russia,Medium,8443753.0,9610767.0,11154560.0,12854366.0,14264732.0,13501454.0,13265037.0,16125520.0
LEI,Almería International Airport,Almeria,spain,Small,0.0,0.0,0.0,0.0,0.0,691488.0,0.0,0.0
LEJ,Leipzig/Halle Airport,Leipzig,germany,Small,0.0,0.0,0.0,0.0,0.0,2321975.0,0.0,0.0
LET,Alfredo Vásquez Cobo International Airport,Leticia,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LFW,Tokoin Airport,Lomé,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGA,LaGuardia Airport,New York City,united_states,Large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29502219.0
LGG,Liège Airport,Liège,belgium,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGK,Langkawi International Airport,Langkawi,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGW,Gatwick Airport,London,united_kingdom,Large,31378644.0,33668048.0,34235982.0,35448590.0,38105747.0,40271343.0,43136795.0,45554038.0
LHE,Allama Iqbal International Airport,Lahore,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHR,Heathrow Airport,London,united_kingdom,Large,65884143.0,69433565.0,70037417.0,72368030.0,73408489.0,74989795.0,75715474.0,78047278.0
LHW,Lanzhou Zhongchuan International Airport,Lanzhou,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIG,Bellegarde Airport,Limoges,france,Non-Hub,0.0,0.0,0.0,0.0,290792.0,0.0,0.0,0.0
LIL,Lille Lesquin Airport,Lille,france,Small,0.0,0.0,0.0,0.0,1596700.0,0.0,0.0,0.0
LIM,Jorge Chávez International Airport,Lima,south_america,Medium,10278493.0,11904553.0,0.0,15271842.0,0.0,0.0,0.0,0.0
LIN,Linate Airport,Milan,italy,Medium,8296450.0,9128522.0,9229890.0,9034373.0,9025978.0,9689635.0,9682264.0,9548363.0
LIR,Daniel Oduber Quirós International Airport,Liberia,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIS,Humberto Delgado Airport,Lisbon,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LJU,Ljubljana Jože Pučnik Airport,Ljubljana,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKE,Kenmore Air Harbor Seaplane Base,Seattle,united_states,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKO,Chaudhary Charan Singh International Airport,Lucknow,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LLA,Luleå Airport,Luleå,nordics,Small,0.0,0.0,0.0,0.0,0.0,1177131.0,0.0,0.0
LLK,Lankaran International Airport,Lankaran,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LLW,Lilongwe International Airport,Lilongwe,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNZ,Linz Airport,Linz,austria,Small,0.0,0.0,0.0,0.0,0.0,529785.0,0.0,0.0
LOP,Lombok International Airport,Mataram,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOS,Murtala Mohammed International Airport,Lagos,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPA,Gran Canaria Airport,Gran Canaria,spain,Medium,0.0,0.0,0.0,0.0,0.0,10627182.0,0.0,13092117.0
LPB,El Alto International Airport,La Paz,south_america,Small,0.0,0.0,0.0,0.0,0.0,1793668.0,0.0,0.0
LPL,Liverpool John Lennon Airport,Liverpool,united_kingdom,Medium,5013940.0,5251161.0,4463257.0,4187493.0,3986654.0,4301495.0,4778939.0,4950000.0
LPP,Lappeenranta Airport,Lappeenranta,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,35792.0,0.0,0.0
LPQ,Luang Prabang International Airport,Luang Prabang,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRH,Île de Ré Airport,Ile de Re,france,Non-Hub,0.0,0.0,0.0,0.0,212361.0,0.0,0.0,0.0
LRM,La Romana International Airport,La Romana,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,208749.0,0.0,0.0
LTK,Bassel Al-Assad International Airport,Latakia,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTN,Luton Airport,London,united_kingdom,Medium,0.0,0.0,0.0,0.0,0.0,12263505.0,14551774.0,15799219.0
LTO,Loreto International Airport,Loreto,north_america,Non-Hub,0.0,0.0,0.0,0.0,55576.0,57907.0,0.0,0.0
LUN,Kenneth Kaunda International Airport,Lusaka,southern_africa,Small,0.0,0.0,0.0,0.0,0.0,0.0,1147422.0,0.0
LUX,Findel Airport,Luxembourg City,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUZ,Lublin Airport,Lublin,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LVI,Harry Mwanga Nkumbula International Airport,Livingstone,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LWN,Shirak Airport,Gyumri,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LXA,Lhasa Gonggar Airport,Lhasa,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LXR,Luxor International Airport,Luxor,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYA,Luoyang Beijiao Airport,Luoyang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYP,Faisalabad International Airport,Faisalabad,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYS,Saint-Exupéry Airport,Lyon,france,Medium,0.0,0.0,0.0,0.0,0.0,8703354.0,0.0,0.0
LZH,Liuzhou Bailian Airport,Liuzhou,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAA,Chennai International Airport,Chennai,south_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,17733375.0,19599438.0
MAD,Madrid-Barajas Airport,Madrid,spain,Large,49844596.0,49653055.0,45175501.0,39729027.0,41822863.0,46779554.0,50397928.0,0.0
MAH,Menorca Airport,Menorca,spain,Small,0.0,0.0,0.0,0.0,0.0,2867482.0,0.0,0.0
MAJ,Marshall Islands International Airport,Majuro,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAN,Manchester Airport,Manchester,united_kingdom,Large,17759173.0,18892756.0,19736502.0,20751581.0,21989682.0,23136047.0,25637054.0,27901708.0
MAO,Eduardo Gomes International Airport,Manaus,south_america,Small,0.0,0.0,0.0,0.0,0.0,3258157.0,0.0,0.0
MAR,La Chinita International Airport,Maracaibo,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBA,Moi International Airport,Mombasa,east_africa,Small,0.0,0.0,0.0,0.0,1366504.0,0.0,1325251.0,0.0
MBJ,Sangster International Airport,Montego Bay,carribean,Medium,0.0,0.0,0.0,0.0,0.0,3800608.0,0.0,0.0
MBX,Maribor Edvard Rusjan Airport,Maribor,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCI,Kansas City International Airport,Kansas City,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11503936.0
MCO,Orlando International Airport,Orlando,united_states,Large,34877899.0,35356991.0,35214430.0,34973645.0,35714091.0,38727749.0,41923399.0,44611265.0
MCT,Muscat International Airport,Muscat,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCX,Uytash Airport,Makhachkala,russia,Small,0.0,0.0,0.0,0.0,0.0,702715.0,0.0,0.0
MCZ,Zumbi dos Palmares International Airport,Maceió,south_america,Small,0.0,0.0,0.0,0.0,0.0,1982393.0,0.0,0.0
MDC,Sam Ratulangi International Airport,Manado,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDE,José María Córdova International Airport,Medellín,south_america,Medium,0.0,0.0,0.0,5077540.0,0.0,0.0,0.0,0.0
MDG,Mudanjiang Airport,Mudanjiang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDL,Mandalay International Airport,Mandalay,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDW,Chicago Midway International Airport,Chicago,united_states,Large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22460236.0
MDZ,Governor Francisco Gabrielli International Airport,Mendoza,south_america,Small,0.0,0.0,0.0,0.0,0.0,1308113.0,0.0,0.0
MEC,Eloy Alfaro International Airport,Manta,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED,Prince Mohammad Bin Abdulaziz International Airport,Medina,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEL,Melbourne Airport,Melbourne,oceania,Large,27731252.0,28060111.0,29431084.0,0.0,0.0,0.0,0.0,36706000.0
MEM,Memphis International Airport,Memphis,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4196259.0
MEX,Mexico City International Airport,Mexico City,north_america,Large,0.0,0.0,0.0,31534638.0,34255739.0,38433288.0,41410254.0,0.0
MFM,Macau International Airport,Macau,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGA,Augusto C. Sandino International Airport,Managua,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGI,Mopa Airport,Goa,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGQ,Aden Adde International Airport,Mogadishu,horn_of_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHD,Mashhad International Airport,Mashhad,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHQ,Mariehamn Airport (Åland),Aland,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,59336.0,0.0,0.0
MIA,Miami International Airport,Miami,united_states,Large,35698025.0,38314389.0,39467444.0,40563071.0,40941879.0,44350247.0,44584603.0,51692443.0
MID,Manuel Crescencio Rejón International Airport,Mérida,north_america,Small,0.0,0.0,0.0,0.0,1436959.0,1663616.0,0.0,0.0
MIG,Mianyang Nanjiao Airport,Mianyang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR,Habib Bourguiba International Airport,Monastir,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MJI,Mitiga International Airport,Tajoura,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MJN,Amborovy Airport,Mahajanga,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MJT,Mytilene International Airport,Mytilene,greece,Non-Hub,0.0,0.0,0.0,0.0,0.0,481422.0,0.0,0.0
MJV,Murcia-San Javier Airport,Murcia,spain,Small,0.0,0.0,0.0,0.0,0.0,1067576.0,0.0,0.0
MKE,General Mitchell International Airport,Milwaukee,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6904670.0
MLA,Malta International Airport,Luqa,europe_misc,Medium,3293524.0,3506521.0,3649938.0,4031500.0,4290380.0,4618642.0,5080071.0,6014548.0
MLB,Melbourne International Airport,Melbourne (FL),united_states,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLE,Velana International Airport,Hulhule Island,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLM,General Francisco J. Mujica International Airport,Morelia,north_america,Non-Hub,0.0,0.0,0.0,0.0,456368.0,467297.0,0.0,0.0
MLX,Erhaç Airport,Malatya,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MME,Durham Tees Valley Airport,Middlesbrough,united_kingdom,Non-Hub,0.0,0.0,0.0,0.0,0.0,140361.0,0.0,0.0
MMK,Murmansk Airport,Murmansk,russia,Small,0.0,0.0,0.0,0.0,0.0,751258.0,0.0,0.0
MMX,Malmö Airport,Malmö,nordics,Small,0.0,0.0,0.0,0.0,0.0,2169901.0,0.0,0.0
MNI,John A. Osborne Airport,Brades,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNL,Ninoy Aquino International Airport,Manila,southeast_asia,Large,27148724.0,29551394.0,31878935.0,32856597.0,34015169.0,36583459.0,39534991.0,42000000.0
MPM,Maputo International Airport,Maputo,southern_africa,Small,0.0,0.0,0.0,0.0,0.0,0.0,889131.0,0.0
MPN,RAF Mount Pleasant,Mount Pleasant,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQF,Magnitogorsk International Airport,Magnitogorsk,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQP,Kruger Mpumalanga International Airport,Nelspruit,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRS,Provence Airport,Marseille,france,Medium,0.0,0.0,0.0,0.0,8182237.0,0.0,0.0,0.0
MRU,Sir Seewoosagur Ramgoolam International Airport,Plaine Magnien,east_africa,Medium,2509156.0,2587526.0,2490862.0,0.0,2762935.0,0.0,3197308.0,3588777.0
MRV,Mineralnye Vody Airport,Mineralnye Vody,russia,Small,0.0,0.0,0.0,0.0,0.0,1957121.0,0.0,0.0
MSP,Minneapolis-Saint Paul International Airport,Minneapolis/St. Paul,united_states,Large,32749649.0,33074443.0,33125768.0,33870693.0,35147083.0,36556281.0,37413728.0,38034341.0
MSQ,Minsk International Airport,Minsk,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MST,Maastricht-Aachen Airport,Maastricht,netherlands,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSU,Moshoeshoe I International Airport,Maseru,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSY,Louis Armstrong New Orleans International Airport,New Orleans,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12009512.0
MTY,General Mariano Escobedo International Airport,Monterrey,north_america,Medium,0.0,0.0,0.0,0.0,7128531.0,8461917.0,0.0,0.0
MUB,Maun Airport,Maun,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC,Munich Airport,Munich,germany,Large,34721605.0,37763701.0,38360604.0,38672644.0,39700515.0,40981522.0,42261309.0,44594516.0
MUH,Mersa Matruh Airport,Mersa Matruh,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUX,Multan International Airport,Multan,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,central_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVD,Carrasco International Airport,Montevideo,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWX,Muan International Airport,Muan,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MXP,Malpensa Airport,Milan,italy,Large,18947808.0,19303131.0,18537301.0,17955075.0,18853203.0,18582043.0,19420690.0,22169167.0
MYP,Mary International Airport,Mary,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYR,Myrtle Beach International Airport,Myrtle Beach,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MZR,Mazar-e Sharif International Airport,Mazar-i-Sharif,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MZT,General Rafael Buelna International Airport,Mazatlán,north_america,Small,0.0,0.0,0.0,0.0,789234.0,853409.0,0.0,0.0
NAG,Dr. Babasaheb Ambedkar International Airport,Nagpur,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAJ,Nakhchivan Airport,Nakhchivan (city),europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAL,Nalchik Airport,Nalchik,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAN,Nadi International Airport,Nadi,oceania,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2697504.0
NAP,Capodichino Airport,Naples,italy,Medium,0.0,0.0,0.0,0.0,0.0,6163188.0,0.0,0.0
NAS,Lynden Pindling International Airport,Nassau,carribean,Small,0.0,0.0,0.0,0.0,0.0,3339876.0,0.0,0.0
NAV,Kapadokya Airport,Nevşehir,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAY,Beijing Nanyuan Airport,Beijing,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBC,Begishevo Airport,Nizhnekamsk,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,366671.0,0.0,0.0
NBE,Enfidha-Hammamet International Airport,Enfidha,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBO,Jomo Kenyatta International Airport,Nairobi,east_africa,Medium,5485771.0,5803635.0,6458614.0,0.0,6386456.0,0.0,7111501.0,7039175.0
NCE,Côte d'Azur Airport,Nice,france,Medium,0.0,0.0,0.0,0.0,0.0,12016730.0,0.0,0.0
NCL,Newcastle Airport,Newcastle upon Tyne,united_kingdom,Medium,4356130.0,4346270.0,4366196.0,4420839.0,4516739.0,4562853.0,4807906.0,1257210.0
NDB,Nouadhibou International Airport,Nouadhibou,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDJ,N'Djamena International Airport,N'Djamena,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDR,Nador International Airport,Nador,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGB,Ningbo Lishe International Airport,Ningbo,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGO,Chubu Centrair International Airport,Nagoya,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGS,Nagasaki Airport,Nagasaki,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIJ,Nijgadh International Airport,Nijgadh,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIM,Diori Hamani International Airport,Niamey,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,russia,Small,0.0,0.0,0.0,0.0,0.0,660652.0,0.0,0.0
NJF,Al Najaf International Airport,Al Najaf,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKC,Nouakchott–Oumtounsy International Airport,Nouakchott,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKG,Nanjing Lukou International Airport,Nanjing,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,22358100.0,25822936.0
NLA,Simon Mwansa Kapwepwe International Airport,Ndola,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLK,Norfolk Airport,Norfolk Island,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMA,Namangan Airport,Namangan,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNG,Nanning Wuxu International Airport,Nanning,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOC,Ireland West Airport Knock,Knock,ireland,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOS,Fascene Airport,Nosy Be,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOU,La Tontouta International Airport,Nouméa,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOZ,Spichenkovo Airport,Novokuznetsk,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NQY,Newquay Cornwall Airport,Newquay,united_kingdom,Non-Hub,0.0,0.0,0.0,0.0,0.0,250278.0,0.0,0.0
NRK,Norrköping Airport,Norrköping,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,109137.0,0.0,0.0
NRN,Weeze Airport,Weeze,germany,Small,0.0,0.0,0.0,0.0,0.0,1909704.0,0.0,0.0
NRT,Narita International Airport,Tōkyō\Yokohama,east_asia,Large,33815906.0,0.0,32874530.0,35341341.0,35535206.0,37268307.0,39053652.0,40687040.0
NSI,Nsimalen Airport,Yaoundé,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTE,Nantes Atlantique Airport,Nantes,france,Medium,3031510.0,3246226.0,3631693.0,3930849.0,4157284.0,4394996.0,4778967.0,5489899.0
NTG,Nantong Xingdong Airport,Nantong,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUE,Albrecht Dürer Airport,Nuremberg,germany,Small,0.0,0.0,0.0,0.0,0.0,3384925.0,0.0,0.0
NWI,Norwich International Airport,Norwich,united_kingdom,Non-Hub,0.0,0.0,0.0,0.0,0.0,458968.0,0.0,0.0
NYO,Stockholm-Skavsta Airport,Stockholm,nordics,Small,0.0,0.0,0.0,0.0,0.0,1813032.0,0.0,0.0
NYT,Naypyidaw Airport,Naypyidaw,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAK,Metropolitan Oakland International Airport,Oakland,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13072245.0
OAX,Xoxocotlán International Airport,Oaxaca,north_america,Small,0.0,0.0,0.0,0.0,542271.0,663187.0,0.0,0.0
OGZ,Beslan Airport,Vladikavkaz,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,338011.0,0.0,0.0
OHD,Ohrid St. Paul the Apostle Airport,Ohrid,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OHT,Kohat Airport,Kohat,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OIT,Oita Airport,Oita,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKJ,Okayama Airport,Okayama,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLB,Costa Smeralda Airport,Olbia,italy,Small,0.0,0.0,0.0,0.0,0.0,2240016.0,0.0,0.0
OMA,Eppley Airfield,Omaha,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4611906.0
OMO,Mostar International Airport,Mostar,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMR,Oradea International Airport,Oradea,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMS,Omsk Tsentralny Airport,Omsk,russia,Small,0.0,0.0,0.0,0.0,0.0,887600.0,0.0,0.0
ONQ,Zonguldak Airport,Zonguldak,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONT,Ontario International Airport,Ontario,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4552225.0
OOL,Gold Coast Airport,Gold Coast,oceania,Medium,0.0,0.0,0.0,0.0,0.0,5867294.0,0.0,6457086.0
OPO,Francisco Sá Carneiro Airport,Porto,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORD,O'Hare International Airport,Chicago,united_states,Large,66774738.0,66701241.0,66834931.0,66883271.0,69999010.0,76942493.0,78327479.0,79828183.0
ORK,Cork Airport,Cork,ireland,Small,0.0,0.0,0.0,0.0,0.0,2071210.0,0.0,0.0
ORN,Oran Es Senia Airport,Oran,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORY,Orly Airport,Paris,france,Large,0.0,0.0,0.0,0.0,28274154.0,29664993.0,31237865.0,32042475.0
OSD,Åre Östersund Airport,Östersund,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,465196.0,0.0,0.0
OSI,Osijek Airport,Osijek,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSL,Oslo Airport-Gardermoen,Oslo,nordics,Large,0.0,0.0,0.0,0.0,0.0,24678195.0,0.0,0.0
OSM,Mosul International Airport,Mosul,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSR,Leoš Janáček Ostrava Airport,Ostrava,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSS,Osh Airport,Osh,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OST,Ostend-Bruges International Airport,Ostend/Bruges,belgium,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSW,Orsk Airport,Orsk,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTP,Henri Coanda International Airport,Bucharest,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OUA,Ouagadougou Airport,Ouagadougou,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OUD,Angads Airport,Oujda,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OUL,Oulu Airport,Oulu,nordics,Small,0.0,0.0,0.0,0.0,0.0,982793.0,0.0,0.0
OVB,Tolmachevo Airport,Novosibirsk,russia,Medium,0.0,0.0,0.0,3748211.0,3957667.0,3703211.0,0.0,0.0
OVD,Asturias Airport,Asturias,spain,Small,0.0,0.0,0.0,0.0,0.0,1119273.0,0.0,0.0
OXB,Osvaldo Vieira International Airport,Bissau,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAE,Paine Field,Snohomish County (WA),united_states,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAP,Toussaint Louverture International Airport,Port-au-Prince,carribean,Small,0.0,0.0,0.0,0.0,0.0,1500521.0,0.0,0.0
PAT,Jay Prakash Narayan International Airport,Patna,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBC,Hermanos Serdán International Airport,Puebla,north_america,Non-Hub,0.0,0.0,0.0,0.0,285041.0,327811.0,0.0,0.0
PBH,Paro Airport,Paro,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBI,Palm Beach International Airport,West Palm Beach,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBM,Johan Adolf Pengel International Airport,Paramaribo,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDG,Minangkabau International Airport,Padang,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
