IATA,Airport,Location,Area,Passenger Role,2010,2011,2012,2013,2014,2015,2016,2017
CFG,Jaime González Airport,Cienfuegos,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFK,Chlef International Airport,Chlef,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFU,Ioannis Kapodistrias Airport,Corfu,greece,Small,0.0,0.0,0.0,0.0,0.0,2438016.0,0.0,0.0
CGB,Marechal Rondon International Airport,Cuiabá,south_america,Small,0.0,0.0,0.0,0.0,0.0,3308289.0,0.0,0.0
CGK,Soekarno Hatta International Airport,Jakarta,southeast_asia,Large,44355998.0,51533187.0,57730732.0,59701543.0,57221169.0,54053905.0,54969536.0,0.0
CGN,Cologne/Bonn Airport,Cologne/Bonn,germany,Medium,0.0,0.0,0.0,0.0,0.0,10338375.0,0.0,0.0
CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,20760000.0,24299073.0
CGP,Shah Amanat International Airport,Chittagong,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGQ,Changchun Longjia International Airport,Changchun,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGR,Campo Grande International Airport,Campo Grande,south_america,Small,0.0,0.0,0.0,0.0,0.0,1555602.0,0.0,0.0
CHC,Christchurch International Airport,Christchurch,oceania,Medium,0.0,0.0,0.0,0.0,0.0,6092827.0,0.0,0.0
CHQ,Chania International Airport,Chania,greece,Small,0.0,0.0,0.0,0.0,0.0,2702283.0,0.0,0.0
CHS,Charleston International Airport,Charleston (SC),united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3987427.0
CIA,Rome Ciampino Airport,Rome,italy,Medium,4531834.0,4781731.0,4497376.0,4749251.0,5018289.0,5834201.0,5395699.0,5885812.0
CIT,Shymkent Airport,Shymkent,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIW,Canouan Airport,Canouan,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJB,Coimbatore International Airport,Coimbatore,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJJ,Cheongju International Airport,Cheongju,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJL,Chitral Airport,Chitral,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJU,Jeju International Airport,Jeju,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,29707364.0,29604363.0
CKG,Chongqing Jiangbei International Airport,Chongqing,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,35888800.0,38715210.0
CKY,Conakry International Airport,Conakry,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,Cleveland Hopkins International Airport,Cleveland,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9140445.0
CLJ,Cluj-Napoca International Airport,Cluj-Napoca,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLO,Alfonso Bonilla Aragon International Airport,Cali,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLT,Charlotte/Douglas International Airport,Charlotte,united_states,Large,38254207.0,39043708.0,41226035.0,43456310.0,44279504.0,44876627.0,44422022.0,45909899.0
CMB,Bandaranaike International Airport,Colombo,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CME,Ciudad del Carmen International Airport,Ciudad del Carmen,north_america,Small,0.0,0.0,0.0,0.0,667431.0,623154.0,0.0,0.0
CMF,Chambéry-Savoie Airport,Chambéry,france,Non-Hub,0.0,0.0,0.0,0.0,223914.0,0.0,0.0,0.0
CMH,John Glenn Columbus International Airport,Columbus (OH),united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7635798.0
CMN,Mohammed V International Airport,Casablanca,north_africa,Medium,7243462.0,7290314.0,7186331.0,7559751.0,7975344.0,0.0,8616981.0,9357427.0
CMW,Ignacio Agramonte International Airport,Camagüey,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CND,Mihail Kogălniceanu International Airport,Constanța,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNF,Tancredo Neves International Airport,Belo Horizonte,south_america,Medium,7261041.0,9534987.0,0.0,10301288.0,0.0,7010349.0,0.0,0.0
CNN,Kannur International Airport,Kannur,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNS,Cairns Airport,Cairns,oceania,Medium,0.0,0.0,0.0,0.0,0.0,4391014.0,0.0,4898189.0
CNX,Chiang Mai International Airport,Chiang Mai,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COK,Cochin International Airport,Cochin,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COO,Cadjehoun Airport,Cotonou,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COR,Ingeniero Ambrosio L.V. Taravella International Airport,Córdoba,south_america,Small,0.0,0.0,0.0,0.0,0.0,1673266.0,0.0,0.0
CPH,Copenhagen Airport,Copenhagen,nordics,Large,21501750.0,22725517.0,23336187.0,24067030.0,25627093.0,26610332.0,29043287.0,29177833.0
CPT,Cape Town International Airport,Cape Town,southern_africa,Medium,8107648.0,8436562.0,8505563.0,8348854.0,8636294.0,0.0,10090418.0,10693063.0
CRK,Clark International Airport,"Angeles, Philippines",southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRL,Brussels South Charleroi Airport,Brussels/Charleroi,belgium,Medium,5195372.0,5901007.0,6516427.0,6786979.0,6439957.0,6956302.0,7303720.0,7698767.0
CSX,Changsha Huanghua International Airport,Changsha,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,21296700.0,23764820.0
CSY,Cheboksary Airport,Cheboksary,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTA,Fontanarossa Airport,Catania,italy,Medium,0.0,0.0,0.0,0.0,0.0,7105487.0,0.0,0.0
CTG,Rafael Núñez International Airport,Cartagena de Indias,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTS,New Chitose Airport,Sapporo,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,20461531.0,22916914.0
CTU,Chengdu Shuangliu International Airport,Chengdu,east_asia,Large,0.0,29073990.0,31599353.0,33445817.0,37712357.0,42244842.0,46039137.0,49801693.0
CUC,Camilo Daza International Airport,Cúcuta,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUE,Mariscal Lamar International Airport,Cuenca,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUF,Cuneo Levaldigi Airport,Cuneo,italy,Non-Hub,0.0,0.0,0.0,0.0,0.0,129847.0,0.0,0.0
CUL,Federal de Bachigualato International Airport,Culiacán,north_america,Small,0.0,0.0,0.0,0.0,1307717.0,1432315.0,0.0,0.0
CUN,Cancun International Airport,Cancún,north_america,Large,0.0,0.0,0.0,0.0,17455353.0,19596485.0,0.0,0.0
CUR,Hato International Airport,Willemstad,carribean,Small,0.0,0.0,0.0,0.0,0.0,1835000.0,0.0,0.0
CUU,Roberto Fierro Villalobos International Airport,Chihuahua,north_america,Small,0.0,0.0,0.0,0.0,961538.0,1110513.0,0.0,0.0
CUZ,Alejandro Velasco Astete International Airport,Cusco,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVG,Cincinnati/Northern Kentucky International Airport,Cincinnati,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7842149.0
CWB,Afonso Pena International Airport,Curitiba,south_america,Medium,5774615.0,6969484.0,0.0,6742133.0,0.0,7235634.0,0.0,0.0
CWL,Cardiff Airport,Cardiff,united_kingdom,Small,0.0,0.0,0.0,0.0,0.0,1160506.0,0.0,0.0
CXI,Cassidy International Airport,Kiritimati,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXR,Cam Ranh International Airport,Khánh Hòa,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYB,Charles Kirkconnell International Airport,Cayman Brac,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYO,Vilo Acuña Airport,Cayo Largo del Sur,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZL,Mohamed Boudiaf Airport,Constantine,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZM,Cozumel International Airport,Cozumel,north_america,Small,0.0,0.0,0.0,0.0,514528.0,553776.0,0.0,0.0
CZX,Changzhou Benniu Airport,Changzhou,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAC,Hazrat Shahjalal International Airport,Dhaka,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAD,Da Nang International Airport,Da Nang,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAM,Damascus International Airport,Damascus,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAR,Julius Nyerere International Airport,Dar es Salaam,east_africa,Small,1556410.0,1829219.0,2088282.0,0.0,2478055.0,0.0,2469356.0,0.0
DAV,Enrique Malek International Airport,"David, Chiriquí",central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAY,Dayton International Airport,Dayton (OH),united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950620.0
DBB,Al Alamain International Airport,El Dabaa,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBV,Dubrovnik Airport,Dubrovnik,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCA,Ronald Reagan Washington National Airport**,"Washington, D.C.",united_states,Large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDG,Dandong Langtou Airport,Dandong,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEA,Dera Ghazi Khan International Airport,Dera Ghazi Khan,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEB,Debrecen International Airport,Debrecen,hungary,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,248965.0,0.0
DEL,Indira Gandhi International Airport,Delhi,south_asia,Large,28531607.0,34729467.0,34211608.0,36712455.0,39752819.0,45981773.0,55631385.0,63451503.0
DEN,Denver International Airport,Denver,united_states,Large,52209377.0,52849132.0,53156278.0,52556359.0,53472514.0,54014502.0,58266515.0,61379396.0
DFW,Dallas/Fort Worth International Airport,Dallas,united_states,Large,56906610.0,57832495.0,58591842.0,60436266.0,63554402.0,65512163.0,65670697.0,67092224.0
DGO,General Guadalupe Victoria International Airport,Durango,north_america,Non-Hub,0.0,0.0,0.0,0.0,255937.0,315835.0,0.0,0.0
DHR,Dholera International Airport,Dholera,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIE,Arrachart Airport,Antsiranana,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIL,Presidente Nicolau Lobato International Airport,Dili,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIR,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,horn_of_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJE,Zarzis Airport,Djerba,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJJ,Sentani Airport,Jayapura,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKR,Léopold Sédar Senghor International Airport,Dakar,west_africa,Small,1687006.0,1838190.0,0.0,0.0,1836769.0,0.0,1954229.0,2114269.0
DLA,Douala Airport,Douala,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLC,Dalian Zhoushuizi International Airport,Dalian,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLM,Dalaman Airport,Dalaman,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DME,Domodedovo International Airport,Moscow,russia,Large,22253529.0,25701610.0,28165657.0,30765078.0,33108047.0,30504515.0,28500259.0,30657854.0
DMK,Don Mueang International Airport,Bangkok,southeast_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,35203757.0,38299757.0
DMM,King Fahd International Airport,Dammam,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNH,Dunhuang Airport,Dunhuang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNR,Pleurtuit Airport,Dinard,france,Non-Hub,0.0,0.0,0.0,0.0,114016.0,0.0,0.0,0.0
DOH,Hamad International Airport,Doha,middle_east,Large,0.0,0.0,0.0,0.0,0.0,0.0,37322843.0,35867252.0
DOM,Melville Hall Airport,Roseau,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPS,Ngurah Rai International Airport,Denpasar,southeast_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,19986415.0,22863647.0
DRW,Darwin International Airport,Darwin,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSA,Robin Hood Airport Doncaster Sheffield,Doncaster/Sheffield,united_kingdom,Small,0.0,0.0,0.0,0.0,0.0,856952.0,0.0,0.0
DSK,Dera Ismail Khan Airport,Dera Ismail Khan,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSM,Des Moines International Airport,Des Moines (IA),united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2578308.0
DSS,Blaise Diagne International Airport,Ndiass,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTM,Dortmund Airport,Dortmund,germany,Small,0.0,0.0,0.0,0.0,0.0,1985379.0,0.0,0.0
DTW,Detroit Metropolitan Wayne County Airport,Detroit,united_states,Large,32377064.0,32419181.0,32205358.0,32389544.0,0.0,0.0,0.0,34701497.0
DUB,Dublin Airport,Dublin,ireland,Large,18431064.0,18740953.0,19099649.0,20166783.0,21711967.0,25049335.0,27907384.0,29582321.0
DUD,Dunedin International Airport,Dunedin,oceania,Small,0.0,0.0,0.0,0.0,0.0,861982.0,0.0,0.0
DUR,King Shaka International Airport,Durban,southern_africa,Medium,4757800.0,5038231.0,4747224.0,5196123.0,4495974.0,0.0,5192315.0,5527747.0
DUS,Düsseldorf Airport,Düsseldorf,germany,Large,18988149.0,20339466.0,20833246.0,21228226.0,21850489.0,22480000.0,23521919.0,24640564.0
DVO,Francisco Bangoy International Airport,Davao City,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DWC,Al-Maktoum International Airport,Dubai,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXB,Dubai International Airport,Dubai,middle_east,Large,47180628.0,50977960.0,57684550.0,66431533.0,70475636.0,78014841.0,83654250.0,88242099.0
DYG,Zhangjiajie Hehua Airport,Zhangjiajie,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYR,Ugolny Airport,Anadyr,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYU,Dushanbe Airport,Dushanbe,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZA,Dzaoudzi–Pamandzi International Airport,Dzaoudzi,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBB,Entebbe International Airport,Entebbe,east_africa,Small,0.0,0.0,0.0,0.0,1449824.0,0.0,1549549.0,1530031.0
EBL,Erbil International Airport,Erbil,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBU,Bouthéon Airport,Saint Etienne,france,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECN,Ercan International Airport,Tymbou,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECP,Northwest Florida Beaches International Airport,Panama City Beach,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDI,Edinburgh Airport,Edinburgh,united_kingdom,Medium,8596715.0,9385245.0,9195061.0,9775443.0,10160004.0,11114587.0,12348425.0,13432485.0
EDL,Eldoret International Airport,Eldoret,east_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFL,Kefalonia Island International Airport,Kefalonia Island,greece,Non-Hub,0.0,0.0,0.0,0.0,0.0,492502.0,0.0,0.0
EGC,Bergerac-Roumanière Airport,Bergerac,france,Non-Hub,0.0,0.0,0.0,0.0,277312.0,0.0,0.0,0.0
EGO,Belgorod International Airport,Belgorod,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,316000.0,0.0,0.0
EIN,Eindhoven Airport,Eindhoven,netherlands,Medium,0.0,0.0,0.0,3396853.0,3926395.0,4333000.0,4736205.0,5653402.0
EIS,Terrance B. Lettsome International Airport,Road Town,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,310089.0,0.0,0.0
EMA,East Midlands Airport,Nottingham/Leicester,united_kingdom,Medium,4113501.0,4215192.0,4076178.0,4334117.0,4510544.0,4450862.0,4653818.0,4875791.0
ENU,Akanu Ibiam International Airport,Enugu,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESB,Esenboğa International Airport,Ankara,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESL,Elista Airport,Elista,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESM,Carlos Concha Torres International Airport,Esmeraldas,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETM,"Ramon Airport (under construction, opening 2017)",Eilat,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETR,Santa Rosa International Airport,Machala,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Hassan I Airport,Laâyoune,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUX,F. D. Roosevelt Airport,"Oranjestad, Sint Eustatius",carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVN,Zvartnots International Airport,Yerevan,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,Newark Liberty International Airport,Newark,united_states,Large,33133852.0,33577154.0,33993962.0,35016236.0,35610759.0,37494704.0,40289969.0,43393499.0
EXT,Exeter International Airport,Exeter,united_kingdom,Small,0.0,0.0,0.0,0.0,0.0,821257.0,0.0,0.0
EYW,Key West International Airport,Key West,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EZE,Ministro Pistarini International Airport,Buenos Aires,south_america,Medium,7868071.0,8278159.0,0.0,8533372.0,0.0,9127908.0,0.0,0.0
FAE,Vágar Airport,Vágar,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,276385.0,0.0,0.0
FAI,Fairbanks International Airport,Fairbanks,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAO,Faro Airport,Faro,europe_misc,Medium,5342439.0,5615580.0,5672377.0,5981448.0,6166927.0,6436881.0,7630909.0,8727000.0
FAT,Fresno Yosemite International Airport,Fresno,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBM,Lubumbashi International Airport,Lubumbashi,central_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCO,Leonardo da Vinci-Fiumicino Airport,Rome,italy,Large,36337050.0,37651700.0,36980911.0,36165762.0,38506467.0,40422156.0,41738662.0,0.0
FDF,Martinique Aimé Césaire International Airport,Fort-de-France,carribean,Small,0.0,0.0,0.0,0.0,0.0,1729711.0,0.0,0.0
FDH,Friedrichshafen Airport,Friedrichshafen,germany,Small,0.0,0.0,0.0,0.0,0.0,559985.0,0.0,0.0
FEZ,Fes-Saïss Airport,Fes,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIH,N'djili Airport,Kinshasa,central_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FKB,Karlsruhe/Baden-Baden Airport,Baden-Baden/Karlsruhe,germany,Small,0.0,0.0,0.0,0.0,0.0,1051435.0,0.0,0.0
FKI,Bangoka International Airport,Kisangani,central_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLL,Fort Lauderdale-Hollywood International Airport,Fort Lauderdale,united_states,Large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32511053.0
FLN,Hercílio Luz International Airport,Florianópolis,south_america,Medium,0.0,0.0,0.0,0.0,0.0,3693486.0,0.0,0.0
FLR,Peretola Airport,Florence,italy,Small,0.0,0.0,0.0,0.0,0.0,2419818.0,0.0,0.0
FMM,Memmingen Airport,Memmingen,germany,Small,0.0,0.0,0.0,0.0,0.0,883490.0,0.0,0.0
FNA,Lungi International Airport,Freetown,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNC,Madeira Airport,Funchal,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNI,Garons Airport,Nîmes,france,Non-Hub,0.0,0.0,0.0,0.0,207553.0,0.0,0.0,0.0
FNJ,Pyongyang Sunan International Airport,Pyongyang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOC,Fuzhou Changle International Airport,Fuzhou,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOR,Pinto Martins International Airport,Fortaleza,south_america,Medium,5072721.0,5647104.0,0.0,5952629.0,0.0,6347543.0,0.0,0.0
FPO,Grand Bahama International Airport,Freeport,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA,Frankfurt Airport,Frankfurt,germany,Large,53009221.0,56436255.0,57520001.0,58036948.0,59566132.0,61032022.0,60786937.0,0.0
FRS,Mundo Maya International Airport,Flores,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRU,Manas Airport,Bishkek,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRW,Francistown Airport,Francistown,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSC,Figari Sud-Corse Airport,Figari,france,Small,0.0,0.0,0.0,0.0,504497.0,0.0,0.0,0.0
FSP,Saint-Pierre Airport,Saint-Pierre,north_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSZ,Shizuoka Airport,Shizuoka,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTU,Tôlanaro Airport,Tôlanaro,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUE,Fuerteventura Airport,Fuerteventura,spain,Medium,0.0,0.0,0.0,0.0,0.0,5026902.0,0.0,6049401.0
FUK,Fukuoka Airport,Fukuoka,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,20968463.0,50484678.0
FUN,Funafuti International Airport,Funafuti,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUT,Pointe Vele Airport,Futuna,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAN,Gan International Airport,Addu City,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAY,Gaya International Airport,Gaya,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBB,Qabala International Airport,Qabala,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBE,Sir Seretse Khama International Airport,Gaborone,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GBY,Abdullahi Yusuf Airport,Galkayo,horn_of_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCI,Guernsey Airport,Guernsey,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCM,Owen Roberts International Airport,Georgetown,carribean,Small,0.0,0.0,0.0,0.0,0.0,1035826.0,0.0,0.0
GDL,Don Miguel Hidalgo y Costilla International Airport,Guadalajara,north_america,Medium,0.0,0.0,0.0,0.0,8695183.0,9758516.0,0.0,0.0
GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,europe_misc,Medium,0.0,0.0,0.0,0.0,0.0,0.0,4004081.0,4611714.0
GDX,Sokol Airport,Magadan,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,326629.0,0.0,0.0
GEG,Spokane International Airport,Spokane,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEO,Cheddi Jagan International Airport,Georgetown,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GES,General Santos International Airport,General Santos,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGR,Garowe Airport,Garowe,horn_of_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGT,Exuma International Airport,Exuma,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIB,North Front Airport,Gibraltar,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIG,Rio de Janeiro-Galeão International Airport,Rio de Janeiro,south_america,Medium,0.0,0.0,0.0,0.0,0.0,16942229.0,0.0,0.0
GIL,Gilgit Airport,Gilgit,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJL,Jijel Ferhat Abbas Airport,Jijel,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLA,Glasgow International Airport,Glasgow,united_kingdom,Medium,0.0,0.0,0.0,0.0,0.0,8714307.0,0.0,0.0
GME,Gomel Airport,Gomel,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMP,Gimpo International Airport,Seoul,east_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,25043088.0,25101147.0
GNA,Hrodna Airport,Grodno,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNB,Grenoble-Isère Airport,Grenoble,france,Non-Hub,0.0,0.0,0.0,0.0,320647.0,0.0,0.0,0.0
GND,Maurice Bishop International Airport,Grenada,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
